frame,processing_ms,deadline_ms,deadline_missed
2237,14.665236,10.000000,1
2238,14.710014,10.000000,1
2239,15.180146,10.000000,1
2240,15.469518,10.000000,1
2241,15.301851,10.000000,1
2242,15.003997,10.000000,1
2243,14.839088,10.000000,1
2244,14.585846,10.000000,1
2245,14.457697,10.000000,1
2246,14.572198,10.000000,1
2247,15.925614,10.000000,1
2248,14.805477,10.000000,1
2249,14.812014,10.000000,1
2250,14.762569,10.000000,1
2251,14.648957,10.000000,1
2252,14.827699,10.000000,1
2253,15.062997,10.000000,1
2254,14.922996,10.000000,1
2255,14.495790,10.000000,1
2256,14.558808,10.000000,1
2257,14.357197,10.000000,1
2258,14.644679,10.000000,1
2259,14.503457,10.000000,1
2260,14.580698,10.000000,1
2261,14.617494,10.000000,1
2262,14.554401,10.000000,1
2263,14.773274,10.000000,1
2264,14.888441,10.000000,1
2265,14.623976,10.000000,1
2266,14.434234,10.000000,1
2267,14.669347,10.000000,1
2268,14.565939,10.000000,1
2269,14.388827,10.000000,1
2270,14.408290,10.000000,1
2271,14.339011,10.000000,1
2272,14.906533,10.000000,1
2273,14.576772,10.000000,1
2274,14.445568,10.000000,1
2275,14.688217,10.000000,1
2276,14.440327,10.000000,1
2277,14.300085,10.000000,1
2278,14.688088,10.000000,1
2279,14.497493,10.000000,1
2280,14.470179,10.000000,1
2281,14.359271,10.000000,1
2282,14.642161,10.000000,1
2283,14.601236,10.000000,1
2284,14.390419,10.000000,1
2285,14.358641,10.000000,1
2286,14.470827,10.000000,1
2287,14.846459,10.000000,1
2288,14.542457,10.000000,1
2289,14.767903,10.000000,1
2290,14.797810,10.000000,1
2291,14.346308,10.000000,1
2292,14.728680,10.000000,1
2293,14.645847,10.000000,1
2294,14.550586,10.000000,1
2295,14.515290,10.000000,1
2296,14.694588,10.000000,1
2297,15.167627,10.000000,1
2298,14.528327,10.000000,1
2299,15.126868,10.000000,1
2300,14.648328,10.000000,1
2301,14.804570,10.000000,1
2302,15.830224,10.000000,1
2303,14.937533,10.000000,1
2304,14.664773,10.000000,1
2305,14.497901,10.000000,1
2306,14.768681,10.000000,1
2307,15.140405,10.000000,1
2308,15.752075,10.000000,1
2309,15.678482,10.000000,1
2310,14.818180,10.000000,1
2311,14.443123,10.000000,1
2312,14.497308,10.000000,1
2313,14.782199,10.000000,1
2314,14.472290,10.000000,1
2315,15.562445,10.000000,1
2316,15.179498,10.000000,1
2317,14.736533,10.000000,1
2318,14.510160,10.000000,1
2319,14.600476,10.000000,1
2320,14.356771,10.000000,1
2321,14.668383,10.000000,1
2322,14.621420,10.000000,1
2323,14.666106,10.000000,1
2324,14.427642,10.000000,1
2325,14.821903,10.000000,1
2326,14.302178,10.000000,1
2327,14.477586,10.000000,1
2328,14.312696,10.000000,1
2329,14.371585,10.000000,1
2330,14.373993,10.000000,1
2331,14.617087,10.000000,1
2332,14.375252,10.000000,1
2333,14.580328,10.000000,1
2334,14.568827,10.000000,1
2335,14.812959,10.000000,1
2336,14.559198,10.000000,1
2337,14.513160,10.000000,1
2338,14.723829,10.000000,1
2339,14.650902,10.000000,1
2340,14.562438,10.000000,1
2341,14.667828,10.000000,1
2342,14.692477,10.000000,1
2343,14.273048,10.000000,1
2344,14.616495,10.000000,1
2345,14.708661,10.000000,1
2346,14.511753,10.000000,1
2347,14.383993,10.000000,1
2348,14.665920,10.000000,1
2349,14.534235,10.000000,1
2350,14.783310,10.000000,1
2351,14.355382,10.000000,1
2352,14.373919,10.000000,1
2353,14.404327,10.000000,1
2354,14.951219,10.000000,1
2355,14.815959,10.000000,1
2356,14.255270,10.000000,1
2357,14.523253,10.000000,1
2358,14.519123,10.000000,1
2359,14.736884,10.000000,1
2360,14.806459,10.000000,1
2361,14.781847,10.000000,1
2362,14.967922,10.000000,1
2363,14.663568,10.000000,1
2364,14.604068,10.000000,1
2365,15.432073,10.000000,1
2366,14.560957,10.000000,1
2367,14.793125,10.000000,1
